Country,Date,Round,Challenge,Streetview,Coordinates,Region,Record Count
Mexico,"Apr 10, 2024",4,Challenge,Street view,"20.421895980834961,-100.23255157470703",Querétaro,1
South Africa,"Apr 10, 2024",5,Challenge,Street view,"-28.518482208251953,21.711555480957031",Northern Cape,1
Guatemala,"Apr 11, 2024",1,Challenge,Street view,"14.614618301391602,-90.622360229492188",Guatemala Department,1
United Arab Emirates,"Apr 11, 2024",2,Challenge,Street view,"24.815725326538086,56.0966911315918",Ajman,1
Colombia,"Apr 11, 2024",3,Challenge,Street view,"10.941128730773926,-75.020111083984375",Atlántico,1
Indonesia,"Apr 11, 2024",4,Challenge,Street view,"-7.4048299789428711,112.66490936279297",Jawa Timur,1
Hungary,"Apr 11, 2024",5,Challenge,Street view,"47.602561950683594,16.682394027709961",Gyor-Moson-Sopron,1
Croatia,"Apr 12, 2024",1,Challenge,Street view,"43.543960571289062,16.523599624633789",Split-Dalmatia County,1
Ecuador,"Apr 12, 2024",2,Challenge,Street view,"-0.94778537750244141,-80.726699829101562",Manabí,1
New Zealand,"Apr 12, 2024",3,Challenge,Street view,"-45.675491333007812,168.25575256347656",Southland Region,1
Brazil,"Apr 12, 2024",4,Challenge,Street view,"-4.5432424545288086,-41.968498229980469",Piauí,1
Russia,"Apr 12, 2024",5,Challenge,Street view,"49.096126556396484,142.06631469726562",Sakhalin Oblast,1
Chile,"Apr 13, 2024",1,Challenge,Street view,"-18.486789703369141,-70.2841567993164",Arica y Parinacota,1
United States,"Apr 13, 2024",2,Challenge,Street view,"43.675968170166016,-70.368736267089844",Maine,1
Estonia,"Apr 13, 2024",3,Challenge,Street view,"58.259372711181641,22.496639251708984",Saare maakond,1
Uruguay,"Apr 13, 2024",4,Challenge,Street view,"-31.3865909576416,-57.955085754394531",Departamento de Salto,1
Kenya,"Apr 13, 2024",5,Challenge,Street view,"-1.1265312433242798,36.981815338134766",Kiambu County,1
Sweden,"Apr 14, 2024",1,Challenge,Street view,"58.441036224365234,14.844968795776367",Östergötlands län,1
Jordan,"Apr 14, 2024",2,Challenge,Street view,"30.322982788085938,35.450412750244141",Ma'an Governorate,1
Bolivia,"Apr 14, 2024",3,Challenge,Street view,"-17.369785308837891,-66.146080017089844",Departamento de Cochabamba,1
Greece,"Apr 14, 2024",4,Challenge,Street view,"36.097427368164062,28.01640510559082",Southern Aegean,1
Estonia,"Apr 14, 2024",5,Challenge,Street view,"58.362377166748047,26.674785614013672",Tartu maakond,1
Portugal,"Apr 15, 2024",1,Challenge,Street view,"38.405521392822266,-7.3849458694458008",Distrito de Évora,1
Malaysia,"Apr 15, 2024",2,Challenge,Street view,"5.973609447479248,116.08301544189453",Sabah,1
Panama,"Apr 15, 2024",3,Challenge,Street view,"8.90121078491211,-79.705413818359375",Provincia de Panamá Oeste,1
Lesotho,"Apr 15, 2024",4,Challenge,Street view,"-29.3050537109375,27.480081558227539",Maseru,1
Australia,"Apr 15, 2024",5,Challenge,Street view,"-33.963420867919922,151.1011962890625",New South Wales,1
Bangladesh,"Apr 16, 2024",1,Challenge,Street view,"24.663677215576172,89.973648071289062",Dhaka Division,1
Argentina,"Apr 16, 2024",2,Challenge,Street view,"-32.952735900878906,-68.801223754882812",Mendoza,1
Switzerland,"Apr 16, 2024",3,Challenge,Street view,"46.971588134765625,7.4480233192443848",Bern,1
Malaysia,"Apr 16, 2024",4,Challenge,Street view,"1.6013503074645996,103.85253143310547",Johor Darul Ta'zim,1
Isle of Man,"Apr 16, 2024",5,Challenge,Street view,"54.213821411132812,-4.6517820358276367",German,1
Chile,"Apr 17, 2024",1,Challenge,Street view,"-45.592792510986328,-72.1025161743164",Aysén,1
Greenland,"Apr 17, 2024",2,Challenge,Street view,"71.055145263671875,-51.883071899414062",Avannaata Municipality,1
Belgium,"Apr 17, 2024",3,Challenge,Street view,"51.215778350830078,4.4029026031494141",Vlaanderen,1
Colombia,"Apr 17, 2024",4,Challenge,Street view,"1.4767240285873413,-77.535148620605469",Nariño,1
Russia,"Apr 17, 2024",5,Challenge,Street view,"52.101860046386719,113.34348297119141",Zabaykalsky Krai,1
Czechia,"Apr 18, 2024",1,Challenge,Street view,"49.230323791503906,16.191093444824219",Kraj Vysočina,1
Israel,"Apr 18, 2024",2,Challenge,Street view,"31.797075271606445,35.2542610168457",Jerusalem District,1
Hong Kong,"Apr 18, 2024",3,Challenge,Street view,"22.302997589111328,114.18778228759766",Kowloon,1
Uruguay,"Apr 18, 2024",4,Challenge,Street view,"-34.903007507324219,-56.18023681640625",Departamento de Montevideo,1
Iceland,"Apr 18, 2024",5,Challenge,Street view,"65.684577941894531,-18.115663528442383",Akureyrarbær,1
Iceland,"Apr 19, 2024",1,Challenge,Street view,"65.749518163610318,-19.649296154119774",Skagafjörður,1
Lithuania,"Apr 19, 2024",2,Challenge,Street view,"54.904557244903884,23.831878125329123",Kauno apskritis,1
Argentina,"Apr 19, 2024",3,Challenge,Street view,"-52.323318105851691,-68.496279265399224",Santa Cruz,1
Indonesia,"Apr 19, 2024",4,Challenge,Street view,"1.0886558112504245,104.50140088343737",Riau Islands,1
Peru,"Apr 19, 2024",5,Challenge,Street view,"-15.039356892235112,-70.355946442412389",Puno,1
Christmas Island,"Apr 20, 2024",1,Challenge,Street view,"-10.425298690795898,105.67951965332031",OT,1
Romania,"Apr 20, 2024",2,Challenge,Street view,"47.079765319824219,21.929069519042969",Județul Bihor,1
United States,"Apr 20, 2024",3,Challenge,Street view,"31.942840576171875,-97.669677734375",Texas,1
Brazil,"Apr 20, 2024",4,Challenge,Street view,"3.3806703090667725,-59.811252593994141",Roraima,1
Peru,"Apr 20, 2024",5,Challenge,Street view,"-15.519574165344238,-70.127716064453125",Puno,1
Spain,"Apr 21, 2024",1,Challenge,Street view,"42.426498413085938,1.905301570892334",Cataluña,1
Australia,"Apr 21, 2024",2,Challenge,Street view,"-12.449991226196289,130.83143615722656",Northern Territory,1
Russia,"Apr 21, 2024",3,Challenge,Street view,"56.643550872802734,61.950218200683594",Sverdlovsk Oblast,1
United States,"Apr 21, 2024",4,Challenge,Street view,"34.06256103515625,-118.35460662841797",California,1
Romania,"Apr 21, 2024",5,Challenge,Street view,"44.3292236328125,23.967397689819336",Județul Dolj,1
Serbia,"Apr 22, 2024",1,Challenge,Street view,"44.7564697265625,20.413980484008789",Grad Beograd,1
Hungary,"Apr 22, 2024",2,Challenge,Street view,"48.246997833251953,20.38410758972168",Borsod-Abaúj-Zemplén,1
Chile,"Apr 22, 2024",3,Challenge,Street view,"-45.5658073425293,-72.071815490722656",Aysén,1
Guatemala,"Apr 22, 2024",4,Challenge,Street view,"15.414114952087402,-91.9002914428711",Huehuetenango,1
Mongolia,"Apr 22, 2024",5,Challenge,Street view,"47.916721343994141,106.91565704345703",Ulaanbaatar,1
Malaysia,"Apr 23, 2024",1,Challenge,Street view,"1.5281679630279541,103.62602233886719",Johor Darul Ta'zim,1
Canada,"Apr 23, 2024",2,Challenge,Street view,"55.79998779296875,-117.13137817382812",Alberta,1
Ukraine,"Apr 23, 2024",3,Challenge,Street view,"49.997501373291016,36.223094940185547",Kharkivs'ka oblast,1
Poland,"Apr 23, 2024",4,Challenge,Street view,"51.254512786865234,16.93048095703125",Województwo dolnośląskie,1
United States,"Apr 23, 2024",5,Challenge,Street view,"32.897151947021484,-97.04144287109375",Texas,1
"Korea, South","Apr 24, 2024",1,Challenge,Street view,"35.172359466552734,129.03871154785156",Busan,1
Andorra,"Apr 24, 2024",2,Challenge,Street view,"42.570987701416016,1.4774565696716309",La Massana,1
Bangladesh,"Apr 24, 2024",3,Challenge,Street view,"24.45042610168457,91.571762084960938",Sylhet Division,1
Singapore,"Apr 24, 2024",4,Challenge,Street view,"1.3122375011444092,103.77386474609375",Singapore,1
Mexico,"Apr 24, 2024",5,Challenge,Street view,"18.837039947509766,-97.144912719726562",Veracruz,1
Netherlands,"Apr 25, 2024",1,Challenge,Street view,"51.501750946044922,5.9301514625549316",Limburg,1
Uruguay,"Apr 25, 2024",2,Challenge,Street view,"-34.862819671630859,-55.275581359863281",Departamento de Maldonado,1
Singapore,"Apr 25, 2024",3,Challenge,Street view,"1.3975321054458618,103.7464599609375",Singapore,1
Bangladesh,"Apr 25, 2024",4,Challenge,Street view,"24.273937225341797,91.399627685546875",Sylhet Division,1
Serbia,"Apr 25, 2024",5,Challenge,Street view,"45.955558776855469,20.015117645263672",Severnobanatski okrug,1
Germany,"Apr 26, 2024",1,Challenge,-,"48.053579884394296,11.101648880767534",Bayern,1
Rwanda,"Apr 26, 2024",2,Challenge,Street view,"-1.7155488566275003,29.266047099303442",Western Province,1
Bangladesh,"Apr 26, 2024",3,Challenge,-,"22.634164778072964,92.1679628531133",Chittagong Division,1
Peru,"Apr 26, 2024",4,Challenge,-,"-7.2220670805365108,-79.170285430089578",Cajamarca,1
Australia,"Apr 26, 2024",5,Challenge,-,"-28.185215685920429,114.25446379770813",Western Australia,1
Chile,"Apr 27, 2024",1,Challenge,Street view,"-36.599536895751953,-72.092514038085938",Ñuble,1
Japan,"Apr 27, 2024",2,Challenge,Street view,"34.563201904296875,135.46139526367188",Osaka,1
Greenland,"Apr 27, 2024",3,Challenge,Street view,"66.905807495117188,-51.441616058349609",Qeqqata Municipality,1
Albania,"Apr 27, 2024",4,Challenge,Street view,"41.290691375732422,19.839902877807617",Tirana County,1
Chile,"Apr 27, 2024",5,Challenge,Street view,"-33.448917388916016,-70.666496276855469",Región Metropolitana,1
Guatemala,"Apr 28, 2024",1,Challenge,Street view,"14.598470687866211,-90.507972717285156",Guatemala,1
Brazil,"Apr 28, 2024",2,Challenge,Street view,"-3.9916563034057617,-44.470882415771484",Maranhão,1
United States,"Apr 28, 2024",3,Challenge,Street view,"33.8798942565918,-117.85496520996094",California,1
France,"Apr 28, 2024",4,Challenge,Street view,"43.790336608886719,-0.76460564136505127",Nouvelle-Aquitaine,1
Bangladesh,"Apr 28, 2024",5,Challenge,Street view,"24.588272094726562,90.488655090332031",Mymensingh Division,1
Qatar,"Apr 29, 2024",1,Challenge,Street view,"25.304130554199219,51.417747497558594",Al Rayyan Municipality,1
Chile,"Apr 29, 2024",2,Challenge,Street view,"-46.546085357666016,-72.22552490234375",Aysén,1
Netherlands,"Apr 29, 2024",3,Challenge,Street view,"52.892536163330078,4.9080181121826172",Noord-Holland,1
Ecuador,"Apr 29, 2024",4,Challenge,Street view,"-1.654358983039856,-78.690399169921875",Chimborazo,1
Ukraine,"Apr 29, 2024",5,Challenge,Street view,"48.450855255126953,34.969722747802734",Dnipropetrovs'ka oblast,1
Dominican Republic,"Apr 30, 2024",1,Challenge,Street view,"18.551967620849609,-69.892242431640625",Santo Domingo Province,1
Switzerland,"Apr 30, 2024",2,Challenge,Street view,"46.230800628662109,6.2134890556335449",Genf,1
Türkiye,"Apr 30, 2024",3,Challenge,Street view,"40.271934509277344,40.225601196289062",Bayburt,1
United States,"Apr 30, 2024",4,Challenge,Street view,"39.632633209228516,-104.79945373535156",Colorado,1
United States,"Apr 30, 2024",5,Challenge,Street view,"38.284595489501953,-104.566650390625",Colorado,1
Mongolia,"May 1, 2024",1,Challenge,Street view,"49.502864837646484,95.212265014648438",Uvs,1
Brazil,"May 1, 2024",2,Challenge,Street view,"-19.757633209228516,-47.986820220947266",Minas Gerais,1
United States,"May 1, 2024",3,Challenge,Street view,"29.562177658081055,-95.364395141601562",Texas,1
Norway,"May 1, 2024",4,Challenge,Street view,"70.482612609863281,28.8519344329834",Finnmark,1
Ireland,"May 1, 2024",5,Challenge,Street view,"53.3712043762207,-6.1758136749267578",County Dublin,1
Serbia,"May 2, 2024",1,Challenge,Street view,"45.376701354980469,20.40778923034668",Srednjobanatski okrug,1
Japan,"May 2, 2024",2,Challenge,Street view,"35.65826416015625,139.75498962402344",Tokyo,1
Chile,"May 2, 2024",3,Challenge,Street view,"-48.203750610351562,-72.735847473144531",Aysén,1
Switzerland,"May 2, 2024",4,Challenge,Street view,"47.327293395996094,8.782658576965332",Zürich,1
India,"May 2, 2024",5,Challenge,Street view,"28.645832061767578,77.350227355957031",Uttar Pradesh,1
Kazakhstan,"May 3, 2024",1,Challenge,Street view,"43.293377997010523,68.2885096517378",Turkistan Region,1
Mexico,"May 3, 2024",2,Challenge,Street view,"20.120858511561124,-96.68536792056473",Veracruz,1
Canada,"May 3, 2024",3,Challenge,Street view,"48.373209909846842,-123.58675014510096",British Columbia,1
Indonesia,"May 3, 2024",4,Challenge,Street view,"3.9132483662410795,98.3744185713789",North Sumatra,1
Japan,"May 3, 2024",5,Challenge,Street view,"36.226155391315331,138.88636320033766",Gunma,1
Spain,"May 4, 2024",1,Challenge,Street view,"42.038791656494141,-7.0127067565917969",Galicia,1
Bulgaria,"May 4, 2024",2,Challenge,Street view,"43.144699096679688,23.67473030090332",Vratsa,1
Peru,"May 4, 2024",3,Challenge,Street view,"-16.4163818359375,-71.550888061523438",Arequipa,1
India,"May 4, 2024",4,Challenge,Street view,"28.540168762207031,77.276809692382812",Delhi,1
Puerto Rico,"May 4, 2024",5,Challenge,Street view,"18.396860122680664,-66.01593017578125",San Juan,1
Christmas Island,"May 5, 2024",1,Challenge,Street view,"-10.424162864685059,105.66147613525391",Shire of Christmas Island,1
Guatemala,"May 5, 2024",2,Challenge,Street view,"14.705801963806152,-91.761894226074219",Quetzaltenango,1
Japan,"May 5, 2024",3,Challenge,Street view,"35.714076995849609,139.77485656738281",Tokyo,1
Mongolia,"May 5, 2024",4,Challenge,Street view,"44.525684356689453,110.0657958984375",Dornogovi,1
Andorra,"May 5, 2024",5,Challenge,Street view,"42.551170349121094,1.52993643283844",Ordino,1
Finland,"May 6, 2024",1,Challenge,Street view,"61.902565002441406,25.307584762573242",Keski-Suomi,1
Colombia,"May 6, 2024",2,Challenge,Street view,"4.1120815277099609,-73.659927368164062",Meta,1
Ghana,"May 6, 2024",3,Challenge,Street view,"10.97803783416748,-2.6982827186584473",Upper West Region,1
Indonesia,"May 6, 2024",4,Challenge,Street view,"-6.3808751106262207,106.99605560302734",Jawa Barat,1
Argentina,"May 6, 2024",5,Challenge,Street view,"-33.018726348876953,-65.999954223632812",San Luis,1
Japan,"May 7, 2024",1,Challenge,Street view,"43.049308776855469,141.34396362304688",Hokkaido,1
Bermuda,"May 7, 2024",2,Challenge,Street view,"32.322284698486328,-64.723419189453125",Smiths Parish,1
Sweden,"May 7, 2024",3,Challenge,Street view,"55.462532043457031,13.586048126220703",Skåne län,1
Türkiye,"May 7, 2024",4,Challenge,Street view,"36.972625732421875,37.438434600830078",Gaziantep,1
Chile,"May 7, 2024",5,Challenge,Street view,"-37.239532470703125,-73.037322998046875",Bío Bío,1
Bolivia,"May 8, 2024",1,Challenge,Street view,"-16.582632064819336,-68.152877807617188",Departamento de La Paz,1
Sweden,"May 8, 2024",2,Challenge,Street view,"59.206615447998047,17.754758834838867",Stockholms län,1
Indonesia,"May 8, 2024",3,Challenge,Street view,"-0.92754417657852173,119.85980987548828",Sulawesi Tengah,1
Brazil,"May 8, 2024",4,Challenge,Street view,"0.88258016109466553,-50.779071807861328",Amapá,1
Brazil,"May 8, 2024",5,Challenge,Street view,"-12.228594779968262,-38.9670295715332",Bahia,1
Thailand,"May 9, 2024",1,Challenge,Street view,"14.07257080078125,100.73367309570312",Chang Wat Pathum Thani,1
Romania,"May 9, 2024",2,Challenge,Street view,"44.210487365722656,28.62872314453125",Județul Constanța,1
Israel,"May 9, 2024",3,Challenge,Street view,"32.625263214111328,34.931449890136719",Haifa District,1
Guatemala,"May 9, 2024",4,Challenge,Street view,"14.598673820495605,-90.510421752929688",Guatemala,1
Türkiye,"May 9, 2024",5,Challenge,Street view,"39.175861358642578,34.147132873535156",Kırşehir,1
Bulgaria,"May 10, 2024",1,Challenge,Street view,"43.133270263671875,24.650411605834961",Lovech,1
Tunisia,"May 10, 2024",2,Challenge,Street view,"35.488677978515625,10.627898216247559",Mahdia Governorate,1
Croatia,"May 10, 2024",3,Challenge,Street view,"42.576053619384766,18.234533309936523",Dubrovnik-Neretva County,1
Brazil,"May 10, 2024",4,Challenge,Street view,"0.22841866314411163,-51.130744934082031",Amapá,1
Hong Kong,"May 10, 2024",5,Challenge,Street view,"22.401288986206055,114.28060913085938",New Territories,1
Panama,"May 11, 2024",1,Challenge,Street view,"8.7611885070800781,-82.651649475097656",Provincia de Chiriquí,1
Andorra,"May 11, 2024",2,Challenge,Street view,"42.5089225769043,1.5427678823471069",Escaldes-Engordany,1
Bangladesh,"May 11, 2024",3,Challenge,Street view,"23.225019454956055,89.991439819335938",Dhaka Division,1
Chile,"May 11, 2024",4,Challenge,Street view,"-39.741497039794922,-71.855499267578125",Los Ríos,1
Australia,"May 11, 2024",5,Challenge,Street view,"-35.009838104248047,138.5482177734375",South Australia,1
Bolivia,"May 12, 2024",1,Challenge,Street view,"-18.951881408691406,-65.13214111328125",Departamento de Chuquisaca,1
Bangladesh,"May 12, 2024",2,Challenge,Street view,"22.366048812866211,91.8075942993164",Chittagong Division,1
Indonesia,"May 12, 2024",3,Challenge,Street view,"1.2519861459732056,101.19455718994141",Riau,1
Italy,"May 12, 2024",4,Challenge,Street view,"44.311344146728516,8.1374349594116211",Liguria,1
Hungary,"May 12, 2024",5,Challenge,Street view,"46.839229583740234,16.850711822509766",Zala County,1
Kazakhstan,"May 13, 2024",1,Challenge,Street view,"46.816230773925781,61.675655364990234",Kyzylorda Region,1
Türkiye,"May 13, 2024",2,Challenge,Street view,"38.359359741210938,34.0192756652832",Aksaray,1
Mexico,"May 13, 2024",3,Challenge,Street view,"20.10076904296875,-98.767547607421875",Hidalgo,1
Argentina,"May 13, 2024",4,Challenge,Street view,"-46.671123504638672,-68.338531494140625",Santa Cruz,1
Ghana,"May 13, 2024",5,Challenge,Street view,"5.5827703475952148,-0.20846904814243317",Greater Accra Region,1
Ukraine,"May 14, 2024",1,Challenge,Street view,"49.4337158203125,26.961376190185547",Khmel'nyts'ka oblast,1
Guatemala,"May 14, 2024",2,Challenge,Street view,"16.9237060546875,-89.8934326171875",Petén,1
Japan,"May 14, 2024",3,Challenge,Street view,"39.017070770263672,141.66862487792969",Iwate,1
Indonesia,"May 14, 2024",4,Challenge,Street view,"-6.3057193756103516,107.82970428466797",West Java,1
Luxembourg,"May 14, 2024",5,Challenge,Street view,"49.921089172363281,6.1903119087219238",Veianen,1
Mexico,"May 15, 2024",1,Challenge,Street view,"19.414026260375977,-99.060516357421875",Ciudad de México,1
Japan,"May 15, 2024",2,Challenge,Street view,"35.37152099609375,137.02862548828125",Aichi,1
Kyrgyzstan,"May 15, 2024",3,Challenge,Street view,"42.915119171142578,75.060028076171875",Chuy Province,1
Greenland,"May 15, 2024",4,Challenge,Street view,"70.683151245117188,-52.1132926940918",Avannaata,1
Norway,"May 15, 2024",5,Challenge,Street view,"68.7369384765625,16.259923934936523",Troms,1
Peru,"May 16, 2024",1,Challenge,Street view,"-15.869357109069824,-69.787178039550781",Puno,1
Finland,"May 16, 2024",2,Challenge,Street view,"63.968479156494141,23.482126235961914",Keski-Pohjanmaa,1
Bangladesh,"May 16, 2024",3,Challenge,Street view,"24.055261611938477,90.982818603515625",Dhaka Division,1
Italy,"May 16, 2024",4,Challenge,Street view,"40.582839965820312,8.8814477920532227",Sardegna,1
Mexico,"May 16, 2024",5,Challenge,Street view,"24.028501510620117,-104.67090606689453",Durango,1
